brand,year,age,engine_size,power,mileage,prev_owners,value
bmw,2009,9,3500,263.0,136695.0,1,100.0
ford,2010,8,1600,115.0,25062.0,2,1450.0
bmw,2010,8,4500,311.0,21964.0,3,10050.0
ford,2011,7,1400,103.0,60063.0,2,450.0
kia,2010,8,800,56.0,9762.0,1,1700.0
ford,2012,6,1600,119.0,1972.0,2,3500.0
ford,2017,1,1400,110.0,827.0,0,10100.0
ford,2016,2,2200,156.0,8239.0,1,9350.0
vw,2013,5,1900,145.0,2903.0,1,7450.0
vw,2009,9,1900,142.0,18379.0,1,5400.0
vw,2017,1,1500,118.0,7522.0,1,9850.0
bmw,2012,6,3500,281.0,9711.0,2,13200.0
ford,2017,1,2500,185.0,7835.0,0,13400.0
ford,2017,1,1600,124.0,4999.0,0,9900.0
vw,2013,5,3600,245.0,78180.0,0,13650.0
kia,2010,8,1400,92.0,59691.0,1,3150.0
vw,2010,8,3600,241.0,133954.0,3,3550.0
kia,2011,7,1100,73.0,12120.0,0,3100.0
vw,2016,2,1200,95.0,35550.0,0,9300.0
vw,2009,9,1900,137.0,34396.0,2,4300.0
vw,2015,3,1700,129.0,7503.0,0,10600.0
vw,2008,10,1200,92.0,3833.0,1,4050.0
kia,2017,1,1100,83.0,4939.0,1,6800.0
ferrari,2014,4,4500,411.0,37817.0,1,62600.0
vw,2012,6,1200,104.0,1616.0,0,8000.0
ford,2011,7,1400,96.0,175546.0,0,100.0
ford,2015,3,1400,108.0,47549.0,0,5400.0
ford,2014,4,1400,101.0,778.0,1,5150.0
ford,2012,6,2500,173.0,18563.0,3,3150.0
vw,2017,1,1500,124.0,7066.0,0,10200.0
ford,2016,2,1100,91.0,1025.0,0,6850.0
vw,2016,2,1700,136.0,1513.0,1,10950.0
kia,2016,2,800,58.0,12808.0,0,4600.0
ford,2015,3,2500,174.0,1575.0,1,9000.0
ford,2015,3,1400,106.0,4519.0,0,7350.0
vw,2009,9,1200,89.0,62945.0,1,3000.0
ford,2010,8,2000,133.0,15008.0,1,2550.0
ford,2009,9,2200,144.0,8790.0,2,2050.0
vw,2013,5,1900,145.0,14219.0,1,7800.0
ford,2011,7,1600,114.0,27027.0,1,3000.0
kia,2011,7,1100,77.0,17487.0,3,2400.0
ford,2016,2,2000,152.0,6858.0,0,8750.0
ford,2017,1,2500,181.0,7448.0,0,11500.0
bmw,2011,7,3500,270.0,13656.0,0,12900.0
vw,2013,5,1200,94.0,8423.0,2,6500.0
ford,2010,8,2500,165.0,21359.0,1,2950.0
ford,2014,4,2200,159.0,28074.0,0,7200.0
vw,2008,10,3600,239.0,9299.0,4,5600.0
vw,2009,9,2300,164.0,78002.0,1,4450.0
vw,2014,4,1900,140.0,74380.0,1,6500.0
ford,2014,4,2200,158.0,6927.0,0,6700.0
bmw,2012,6,1800,154.0,123834.0,0,100.0
ford,2014,4,1100,83.0,28489.0,1,3300.0
ford,2010,8,2200,146.0,7905.0,0,3500.0
bmw,2009,9,3500,260.0,63931.0,3,6850.0
vw,2008,10,2300,156.0,33909.0,5,1400.0
ford,2008,10,2000,127.0,111611.0,2,100.0
kia,2009,9,800,55.0,15440.0,1,1750.0
ford,2012,6,2200,152.0,54457.0,2,2900.0
bmw,2012,6,1800,162.0,22624.0,5,6850.0
vw,2017,1,1900,153.0,24533.0,0,11700.0
ford,2016,2,1600,124.0,14346.0,0,6800.0
bmw,2008,10,1800,155.0,4703.0,2,4700.0
vw,2008,10,1900,133.0,37576.0,2,3400.0
ford,2011,7,1400,99.0,123905.0,1,100.0
kia,2009,9,1000,65.0,26193.0,0,2850.0
vw,2015,3,2300,174.0,38531.0,1,10500.0
bmw,2009,9,2300,202.0,7365.0,1,9550.0
kia,2016,2,800,62.0,2544.0,1,4800.0
vw,2014,4,3600,247.0,25828.0,0,12650.0
vw,2012,6,1200,96.0,74674.0,2,3300.0
ford,2008,10,1600,110.0,2277.0,1,2150.0
ford,2011,7,3000,197.0,17234.0,2,3250.0
kia,2009,9,1100,72.0,35208.0,1,2850.0
bmw,2013,5,2500,226.0,8478.0,0,17700.0
kia,2017,1,1200,90.0,574.0,0,8650.0
bmw,2014,4,2500,216.0,2878.0,1,19150.0
ford,2017,1,1100,91.0,1716.0,0,9750.0
bmw,2015,3,1800,160.0,14494.0,0,14350.0
vw,2010,8,1500,114.0,4705.0,4,3050.0
vw,2015,3,1200,95.0,66419.0,2,5500.0
bmw,2017,1,4500,345.0,4350.0,0,35600.0
bmw,2009,9,2500,221.0,157760.0,1,100.0
ford,2013,5,1100,84.0,38061.0,0,3800.0
kia,2012,6,800,56.0,1622.0,2,2800.0
ford,2012,6,1600,115.0,10572.0,1,4000.0
bmw,2013,5,1800,175.0,25240.0,0,12900.0
kia,2010,8,1100,72.0,13059.0,1,3200.0
vw,2008,10,2300,153.0,21983.0,1,5350.0
vw,2017,1,1500,125.0,3603.0,0,12400.0
ford,2014,4,1600,117.0,845.0,0,6450.0
ford,2013,5,1600,114.0,4299.0,1,4050.0
ford,2017,1,2200,161.0,3295.0,0,13000.0
bmw,2013,5,2500,214.0,10142.0,0,14350.0
vw,2013,5,1500,122.0,9227.0,0,8050.0
ford,2016,2,2200,160.0,26549.0,0,8850.0
ford,2015,3,2000,144.0,17214.0,1,6400.0
vw,2016,2,1500,127.0,1920.0,0,11750.0
bmw,2016,2,3500,289.0,4859.0,2,26200.0
vw,2011,7,2300,163.0,35007.0,2,6250.0
kia,2016,2,1100,81.0,3790.0,1,6800.0
bmw,2012,6,4000,292.0,35677.0,0,15500.0
ford,2016,2,1400,104.0,2207.0,0,8500.0
ford,2015,3,1400,106.0,9214.0,0,5900.0
vw,2015,3,1900,151.0,12418.0,0,10100.0
ford,2008,10,1400,100.0,38364.0,5,100.0
vw,2009,9,1700,124.0,56420.0,2,3550.0
vw,2010,8,1200,88.0,29550.0,0,6750.0
bmw,2009,9,2500,188.0,1371.0,1,8800.0
vw,2013,5,1500,119.0,23037.0,0,7250.0
vw,2008,10,1700,117.0,59549.0,1,3450.0
ford,2013,5,2000,142.0,18716.0,1,5650.0
vw,2017,1,1200,108.0,27781.0,0,9800.0
ford,2013,5,1400,101.0,2888.0,0,5450.0
ford,2011,7,1400,98.0,6980.0,2,2200.0
vw,2017,1,2300,170.0,9779.0,0,14600.0
ford,2011,7,2200,148.0,18606.0,1,3700.0
ford,2008,10,1800,124.0,66390.0,3,100.0
ford,2010,8,1100,86.0,18308.0,2,1150.0
vw,2016,2,1500,119.0,1096.0,0,9850.0
ford,2009,9,2000,131.0,78005.0,0,1000.0
vw,2013,5,1500,112.0,8872.0,1,7800.0
kia,2013,5,1200,82.0,6715.0,1,5250.0
vw,2017,1,2300,175.0,3823.0,0,11300.0
ford,2012,6,1600,110.0,7647.0,0,4200.0
ford,2009,9,3000,194.0,15078.0,1,3000.0
ford,2009,9,2200,142.0,80462.0,6,100.0
vw,2010,8,1700,118.0,5487.0,0,7450.0
bmw,2010,8,1800,186.0,65261.0,1,8400.0
vw,2014,4,1700,131.0,31362.0,0,8000.0
vw,2012,6,1200,104.0,43009.0,0,7000.0
kia,2008,10,1100,72.0,92760.0,3,100.0
vw,2010,8,1500,108.0,25677.0,3,3100.0
vw,2011,7,1900,137.0,39167.0,2,5800.0
ford,2009,9,2000,131.0,82993.0,1,100.0
vw,2010,8,2300,168.0,27344.0,3,3750.0
ford,2012,6,2000,137.0,2706.0,1,4100.0
ford,2011,7,2000,141.0,567.0,1,3950.0
vw,2014,4,1500,115.0,36603.0,0,7900.0
bmw,2017,1,2300,234.0,10544.0,0,24300.0
vw,2016,2,1900,144.0,15387.0,3,9350.0
vw,2008,10,1700,123.0,189704.0,0,850.0
bmw,2016,2,4000,305.0,5642.0,0,22150.0
ford,2012,6,2200,152.0,30895.0,1,3950.0
bmw,2013,5,3500,282.0,39746.0,1,15500.0
ford,2017,1,3000,220.0,5089.0,0,13300.0
ford,2011,7,2200,146.0,14147.0,3,2150.0
ford,2011,7,1800,120.0,19427.0,2,2600.0
ferrari,2016,2,4500,486.0,7754.0,1,113750.0
vw,2014,4,1200,93.0,8711.0,0,8200.0
ford,2012,6,2500,166.0,63619.0,0,3850.0
ford,2017,1,1100,89.0,8238.0,0,8400.0
vw,2014,4,1900,148.0,11468.0,3,7250.0
ford,2011,7,2200,153.0,58445.0,1,2500.0
vw,2011,7,2300,161.0,1399.0,3,6850.0
bmw,2015,3,4000,315.0,27625.0,1,22500.0
vw,2012,6,1900,146.0,227.0,1,6800.0
bmw,2016,2,1800,169.0,1445.0,1,16300.0
bmw,2010,8,4000,285.0,78051.0,2,7900.0
vw,2014,4,1200,102.0,5946.0,0,7550.0
vw,2011,7,1200,97.0,14548.0,3,3650.0
vw,2016,2,3600,256.0,13756.0,1,15550.0
bmw,2010,8,1800,151.0,93059.0,2,1150.0
ford,2008,10,2500,160.0,180.0,2,2100.0
kia,2014,4,1100,80.0,33726.0,0,4950.0
bmw,2008,10,1800,146.0,16211.0,2,4050.0
vw,2015,3,1700,131.0,1434.0,0,9400.0
ford,2008,10,1800,116.0,5349.0,1,1850.0
vw,2009,9,2300,159.0,109532.0,0,4850.0
ford,2011,7,2200,152.0,93753.0,2,250.0
ford,2013,5,2200,158.0,32489.0,0,5000.0
bmw,2010,8,3500,265.0,14570.0,3,8050.0
ford,2008,10,2000,131.0,154404.0,3,100.0
ford,2010,8,1800,127.0,6129.0,0,3350.0
ford,2009,9,3000,196.0,140003.0,2,100.0
ford,2008,10,1600,104.0,3025.0,5,100.0
bmw,2008,10,3000,214.0,75072.0,0,8050.0
ford,2009,9,1100,85.0,15283.0,1,1550.0
ford,2013,5,3000,206.0,47794.0,2,4900.0
vw,2011,7,1700,132.0,63942.0,1,5500.0
bmw,2010,8,3000,239.0,9882.0,3,8000.0
bmw,2010,8,1800,174.0,23326.0,2,7550.0
vw,2008,10,1700,125.0,7316.0,2,4000.0
ford,2017,1,2200,161.0,27618.0,0,10350.0
vw,2017,1,1500,126.0,3474.0,1,11300.0
kia,2012,6,1200,80.0,73609.0,0,3550.0
vw,2010,8,1900,141.0,51046.0,1,5450.0
ford,2008,10,1400,97.0,30191.0,1,850.0
vw,2014,4,1900,150.0,63552.0,1,7650.0
ford,2015,3,2200,154.0,29414.0,1,6400.0
ford,2010,8,1600,107.0,80628.0,1,100.0
ford,2011,7,1600,112.0,24756.0,0,3250.0
bmw,2008,10,3500,252.0,11279.0,3,5800.0
bmw,2013,5,4000,320.0,2988.0,1,20500.0
ford,2011,7,1800,127.0,118356.0,1,100.0
vw,2012,6,3600,243.0,78595.0,2,9100.0
vw,2017,1,1500,119.0,1218.0,0,11400.0
kia,2011,7,1000,70.0,118010.0,5,100.0
bmw,2016,2,3000,272.0,3188.0,1,22700.0
vw,2009,9,1700,120.0,657.0,2,4050.0
ford,2013,5,1400,104.0,13517.0,2,3150.0
bmw,2013,5,2500,230.0,35179.0,1,15900.0
ford,2010,8,2000,136.0,36826.0,2,1500.0
ford,2010,8,1100,77.0,5979.0,3,500.0
ford,2013,5,1800,133.0,40776.0,1,4000.0
kia,2015,3,1100,79.0,4484.0,0,6150.0
ford,2012,6,2200,147.0,2374.0,1,5650.0
bmw,2008,10,2300,189.0,19892.0,2,6150.0
ferrari,2015,3,4500,423.0,6849.0,0,121900.0
ford,2010,8,1100,83.0,9760.0,5,100.0
bmw,2011,7,4000,324.0,30621.0,1,13150.0
vw,2016,2,1200,97.0,5444.0,2,9000.0
vw,2014,4,1200,96.0,2225.0,1,7550.0
kia,2011,7,800,57.0,30755.0,2,1250.0
ferrari,2013,5,3600,353.0,33550.0,3,39200.0
ford,2014,4,2000,147.0,118.0,2,5150.0
ford,2016,2,1100,91.0,13564.0,1,6350.0
bmw,2009,9,2500,224.0,42979.0,0,10350.0
vw,2016,2,1500,120.0,5703.0,0,11100.0
bmw,2017,1,2500,227.0,4273.0,1,20350.0
ford,2009,9,1800,123.0,33865.0,5,100.0
ford,2012,6,2500,173.0,36060.0,0,4650.0
vw,2011,7,2300,158.0,42483.0,2,5350.0
bmw,2011,7,2500,208.0,29412.0,0,11300.0
vw,2017,1,1200,103.0,9641.0,0,10950.0
vw,2008,10,1900,136.0,27255.0,4,2150.0
kia,2009,9,1200,80.0,200724.0,2,100.0
kia,2015,3,1200,87.0,24184.0,0,6150.0
ford,2013,5,1400,106.0,2019.0,1,4600.0
kia,2016,2,1200,88.0,9619.0,0,7300.0
vw,2012,6,1700,122.0,53476.0,3,4000.0
bmw,2012,6,4000,299.0,15370.0,2,15900.0
ferrari,2014,4,6200,538.0,5396.0,1,98150.0
ford,2017,1,3000,217.0,2334.0,1,11350.0
ford,2012,6,1100,87.0,1436.0,2,2550.0
ford,2008,10,1600,112.0,98187.0,2,100.0
ford,2010,8,2200,143.0,108244.0,3,100.0
ford,2009,9,3000,197.0,37039.0,2,1750.0
ford,2011,7,1100,82.0,12459.0,3,850.0
bmw,2016,2,4000,304.0,9736.0,1,26500.0
ford,2017,1,1800,135.0,383.0,0,12500.0
bmw,2016,2,4000,342.0,3537.0,0,29900.0
vw,2011,7,1200,88.0,19514.0,5,1600.0
vw,2014,4,1200,102.0,2616.0,0,9850.0
ford,2016,2,3000,213.0,28021.0,1,11650.0
bmw,2017,1,1800,182.0,2551.0,0,22150.0
bmw,2008,10,4000,278.0,29050.0,1,7400.0
ferrari,2011,7,3600,374.0,11376.0,3,66650.0
kia,2017,1,1000,76.0,4066.0,0,6200.0
kia,2014,4,1200,84.0,13581.0,1,5700.0
vw,2012,6,3600,243.0,85614.0,0,7350.0
bmw,2010,8,3500,260.0,7261.0,2,9450.0
bmw,2009,9,1800,179.0,44254.0,1,8250.0
bmw,2013,5,3500,290.0,13514.0,3,16200.0
ford,2010,8,2200,148.0,174964.0,0,100.0
kia,2014,4,1200,83.0,29215.0,0,6500.0
ferrari,2015,3,4500,399.0,20564.0,0,83650.0
bmw,2015,3,3500,284.0,607.0,1,20100.0
ford,2014,4,3000,209.0,77382.0,0,6750.0
ford,2014,4,2500,172.0,1876.0,1,6650.0
ford,2012,6,1800,123.0,79703.0,0,2300.0
vw,2017,1,2300,171.0,10547.0,0,15700.0
ford,2016,2,2500,180.0,8279.0,0,12250.0
vw,2017,1,2300,174.0,11570.0,0,15050.0
ford,2016,2,1800,137.0,2675.0,0,9300.0
bmw,2008,10,1800,150.0,117743.0,2,100.0
vw,2010,8,3600,233.0,1012.0,3,9050.0
vw,2014,4,1900,149.0,8463.0,1,9500.0
ford,2009,9,2200,149.0,167797.0,3,100.0
bmw,2016,2,4500,337.0,754.0,0,30050.0
kia,2013,5,1200,84.0,18608.0,1,5600.0
bmw,2010,8,3000,257.0,20027.0,1,11250.0
bmw,2015,3,2500,210.0,24969.0,0,20400.0
bmw,2012,6,3000,260.0,48656.0,0,18800.0
ford,2016,2,1100,86.0,10407.0,1,6200.0
ford,2009,9,1100,81.0,156747.0,0,100.0
bmw,2015,3,2500,212.0,65910.0,0,9300.0
bmw,2016,2,2300,225.0,8686.0,0,22050.0
bmw,2012,6,4000,290.0,4530.0,0,18700.0
ford,2011,7,1600,111.0,2730.0,0,3250.0
ford,2014,4,1600,122.0,19414.0,0,6250.0
vw,2013,5,1500,122.0,38071.0,2,6400.0
kia,2013,5,1200,81.0,9226.0,0,5750.0
bmw,2011,7,3000,248.0,25363.0,1,11600.0
vw,2013,5,1500,118.0,18859.0,2,5900.0
ford,2012,6,1800,131.0,71994.0,3,400.0
bmw,2017,1,3000,277.0,3569.0,0,26450.0
ford,2013,5,1400,101.0,14717.0,2,3350.0
ford,2017,1,1400,110.0,410.0,1,7550.0
ford,2017,1,2200,167.0,14385.0,0,12850.0
kia,2010,8,800,53.0,36541.0,1,1250.0
ford,2015,3,1400,106.0,22275.0,0,6000.0
ford,2008,10,1600,111.0,15940.0,0,2100.0
vw,2008,10,3600,232.0,521.0,2,6750.0
ford,2014,4,1800,132.0,217.0,1,5850.0
ford,2010,8,1600,113.0,66144.0,2,100.0
ford,2008,10,3000,189.0,287664.0,2,100.0
bmw,2012,6,3000,229.0,14533.0,2,9800.0
bmw,2011,7,3500,264.0,1279.0,1,10050.0
vw,2013,5,2300,165.0,59400.0,1,6700.0
bmw,2009,9,4000,296.0,134594.0,3,100.0
bmw,2009,9,3500,280.0,47208.0,3,7350.0
ford,2012,6,1600,111.0,56608.0,1,2250.0
vw,2017,1,1900,147.0,9439.0,0,13500.0
ford,2014,4,1400,101.0,23506.0,1,3750.0
kia,2009,9,1200,80.0,19885.0,0,3300.0
kia,2014,4,1200,86.0,6172.0,2,4150.0
ferrari,2015,3,6200,581.0,12981.0,1,118100.0
ford,2011,7,3000,196.0,47203.0,0,5000.0
bmw,2009,9,2300,184.0,14283.0,2,6950.0
vw,2008,10,1500,115.0,10122.0,3,3100.0
bmw,2008,10,4500,333.0,180527.0,1,100.0
ford,2008,10,3000,194.0,97163.0,1,100.0
ford,2009,9,1100,79.0,25030.0,1,1000.0
ford,2017,1,1400,111.0,3071.0,0,8050.0
ford,2010,8,2200,142.0,38730.0,0,3050.0
bmw,2009,9,4000,283.0,92624.0,0,8950.0
vw,2009,9,1700,129.0,81843.0,2,2100.0
ford,2011,7,2200,147.0,2381.0,0,4950.0
ford,2011,7,2200,146.0,47443.0,0,3100.0
ford,2017,1,1600,118.0,4554.0,0,8350.0
ford,2017,1,2200,165.0,550.0,0,13450.0
vw,2016,2,1200,105.0,11357.0,1,9500.0
ford,2016,2,2000,143.0,1991.0,1,7600.0
vw,2016,2,2300,175.0,5345.0,1,12300.0
ford,2017,1,1400,112.0,13068.0,0,11100.0
ford,2009,9,2000,128.0,14199.0,1,2450.0
vw,2016,2,1500,125.0,12326.0,0,10400.0
ford,2010,8,3000,195.0,3457.0,2,4300.0
vw,2010,8,2300,159.0,38697.0,4,4500.0
vw,2016,2,2300,168.0,27323.0,1,11500.0
ford,2010,8,3000,193.0,59774.0,2,1450.0
vw,2011,7,1200,101.0,37878.0,2,3150.0
ford,2012,6,2500,172.0,44768.0,2,3000.0
kia,2016,2,1200,88.0,21246.0,1,6800.0
vw,2013,5,1900,145.0,7146.0,0,10850.0
ford,2016,2,3000,215.0,9838.0,2,10100.0
vw,2013,5,2300,165.0,55519.0,1,9550.0
kia,2010,8,1000,68.0,11336.0,1,2500.0
bmw,2009,9,2300,203.0,40437.0,3,7050.0
vw,2010,8,1700,131.0,44699.0,1,5750.0
ford,2010,8,2000,135.0,42163.0,1,1900.0
ferrari,2014,4,6200,499.0,3345.0,0,116400.0
ford,2011,7,2500,167.0,40658.0,0,4000.0
vw,2015,3,2300,178.0,8159.0,0,11550.0
ford,2017,1,3000,213.0,6273.0,0,13400.0
vw,2014,4,1500,116.0,10698.0,0,8900.0
ford,2015,3,2200,157.0,10607.0,1,7900.0
ford,2014,4,2000,142.0,701.0,1,6600.0
ferrari,2010,8,3600,398.0,30217.0,4,44200.0
ford,2009,9,2200,143.0,26713.0,2,1300.0
bmw,2017,1,1800,164.0,17665.0,0,17450.0
ford,2012,6,1600,118.0,10408.0,1,4150.0
kia,2011,7,1100,76.0,142072.0,1,750.0
vw,2012,6,1200,103.0,61120.0,0,5950.0
ford,2013,5,1100,89.0,42903.0,0,3500.0
ford,2008,10,2500,163.0,79676.0,0,950.0
vw,2013,5,1200,92.0,5238.0,1,7100.0
vw,2013,5,1900,144.0,3900.0,0,9150.0
ford,2010,8,3000,194.0,2388.0,2,3500.0
bmw,2016,2,2500,209.0,13667.0,0,17550.0
bmw,2008,10,2500,216.0,256320.0,3,100.0
vw,2009,9,1900,131.0,123681.0,1,2650.0
ford,2016,2,2200,157.0,38390.0,0,8500.0
ford,2011,7,1400,97.0,12830.0,4,350.0
bmw,2009,9,3500,253.0,32024.0,2,7800.0
ford,2008,10,3000,185.0,124870.0,1,100.0
ford,2016,2,1400,110.0,6928.0,1,7300.0
ford,2013,5,1400,105.0,5136.0,0,4700.0
ford,2011,7,1100,83.0,73968.0,1,350.0
kia,2013,5,1400,97.0,1154.0,0,7200.0
kia,2008,10,1200,77.0,33283.0,1,2400.0
ford,2010,8,1800,119.0,162980.0,1,100.0
ford,2010,8,2200,151.0,80047.0,2,100.0
bmw,2017,1,4500,366.0,1175.0,0,35150.0
vw,2015,3,2300,174.0,16457.0,1,10750.0
vw,2011,7,2300,157.0,69554.0,3,4200.0
bmw,2012,6,2300,212.0,30239.0,0,16950.0
bmw,2009,9,4000,301.0,29764.0,1,10150.0
vw,2017,1,1200,98.0,777.0,0,11400.0
bmw,2012,6,2300,204.0,20850.0,4,8650.0
kia,2008,10,1200,79.0,36608.0,1,1850.0
ford,2012,6,1400,106.0,38825.0,1,2650.0
ford,2011,7,2200,147.0,40608.0,1,2950.0
ford,2009,9,1800,119.0,21369.0,3,350.0
bmw,2011,7,2300,210.0,34842.0,1,11250.0
bmw,2016,2,4000,337.0,31792.0,0,27350.0
ford,2008,10,3000,192.0,70907.0,2,100.0
kia,2015,3,1400,98.0,1667.0,0,8000.0
vw,2010,8,1900,133.0,16265.0,3,4200.0
bmw,2014,4,2300,210.0,5109.0,3,15150.0
vw,2009,9,1700,123.0,223637.0,2,100.0
vw,2012,6,1900,148.0,5364.0,0,9250.0
ford,2016,2,3000,216.0,3327.0,0,12250.0
ford,2013,5,1800,131.0,7844.0,0,5950.0
kia,2016,2,1000,71.0,4778.0,0,5150.0
ford,2013,5,3000,205.0,8736.0,3,5750.0
ford,2010,8,2500,167.0,29733.0,0,4200.0
kia,2016,2,1000,74.0,1842.0,1,6000.0
ford,2012,6,1100,85.0,1071.0,0,4450.0
vw,2017,1,3600,269.0,13706.0,0,17500.0
vw,2016,2,1200,94.0,11537.0,0,9700.0
ford,2009,9,1400,102.0,16701.0,2,950.0
bmw,2013,5,2500,214.0,48508.0,0,13550.0
ford,2009,9,1100,83.0,70152.0,3,100.0
ford,2015,3,2200,156.0,8121.0,1,8700.0
bmw,2010,8,4500,314.0,4629.0,1,14400.0
vw,2011,7,1700,130.0,55741.0,0,7200.0
ford,2010,8,1100,85.0,13932.0,3,500.0
vw,2015,3,3600,262.0,875.0,2,14700.0
vw,2011,7,1900,141.0,1707.0,1,6700.0
vw,2009,9,2300,154.0,7551.0,1,7100.0
bmw,2008,10,3000,226.0,2697.0,1,8800.0
ford,2016,2,2500,183.0,3109.0,0,10950.0
bmw,2011,7,3000,242.0,63554.0,0,12350.0
bmw,2017,1,3000,264.0,1712.0,0,28800.0
bmw,2013,5,3500,279.0,16230.0,1,17900.0
ford,2012,6,2000,143.0,19472.0,0,4300.0
ford,2012,6,1100,80.0,19306.0,3,1050.0
vw,2009,9,2300,162.0,109078.0,2,2700.0
bmw,2011,7,3500,280.0,567.0,2,12750.0
vw,2011,7,3600,247.0,28215.0,0,11650.0
ford,2014,4,1100,82.0,5317.0,0,5100.0
vw,2009,9,1700,126.0,94170.0,2,1950.0
vw,2012,6,1500,123.0,76633.0,2,3800.0
vw,2013,5,3600,255.0,20731.0,2,10950.0
vw,2012,6,2300,169.0,19119.0,1,8500.0
vw,2010,8,2300,157.0,10965.0,0,9900.0
ford,2011,7,1400,100.0,120802.0,1,100.0
bmw,2013,5,2300,188.0,3059.0,1,11900.0
ferrari,2012,6,6200,505.0,44280.0,4,21500.0
ford,2013,5,3000,199.0,13028.0,3,5600.0
ford,2009,9,2000,137.0,65428.0,2,100.0
vw,2015,3,1700,130.0,6662.0,0,9600.0
bmw,2010,8,1800,172.0,43788.0,3,6200.0
bmw,2016,2,3000,244.0,2944.0,0,22500.0
ford,2008,10,2000,127.0,4057.0,0,3200.0
vw,2014,4,1200,93.0,23183.0,0,8600.0
ford,2016,2,1100,88.0,14997.0,3,4700.0
ford,2015,3,2000,149.0,26302.0,0,7850.0
ford,2009,9,1100,84.0,17945.0,3,100.0
ford,2012,6,1600,114.0,90593.0,0,1900.0
bmw,2008,10,2500,210.0,23726.0,1,7450.0
ford,2014,4,1600,115.0,20777.0,0,6200.0
vw,2012,6,2300,169.0,32186.0,2,7900.0
ford,2016,2,3000,216.0,11491.0,0,13100.0
ford,2016,2,1100,86.0,3203.0,1,6500.0
kia,2008,10,1100,70.0,69482.0,1,1200.0
vw,2009,9,1200,99.0,27417.0,1,4350.0
ford,2016,2,2200,156.0,5470.0,0,8750.0
bmw,2017,1,1800,176.0,534.0,0,21900.0
ford,2017,1,1400,114.0,4995.0,1,8100.0
kia,2013,5,800,59.0,9726.0,1,2600.0
ford,2011,7,1100,82.0,17295.0,3,750.0
ford,2008,10,1100,81.0,15561.0,6,100.0
vw,2008,10,2300,156.0,17941.0,2,5050.0
ford,2011,7,2500,163.0,59374.0,1,2400.0
vw,2010,8,1900,137.0,43466.0,0,6950.0
ford,2008,10,2200,141.0,144173.0,2,100.0
bmw,2009,9,3000,221.0,34729.0,2,8700.0
bmw,2017,1,2500,226.0,5946.0,0,29500.0
ford,2009,9,2200,144.0,202419.0,1,100.0
ford,2011,7,2200,152.0,2960.0,0,4600.0
vw,2008,10,1700,116.0,4049.0,2,4300.0
ford,2010,8,2200,151.0,1894.0,2,2800.0
vw,2016,2,1500,125.0,9476.0,1,10450.0
ford,2010,8,1100,81.0,28653.0,2,650.0
ford,2014,4,2500,175.0,7580.0,0,7150.0
vw,2010,8,3600,243.0,134589.0,3,5350.0
vw,2015,3,1200,108.0,5389.0,0,7800.0
bmw,2008,10,2300,206.0,30948.0,1,8300.0
vw,2012,6,1200,97.0,17302.0,0,6500.0
vw,2014,4,1500,114.0,7173.0,0,8500.0
vw,2010,8,1900,137.0,25236.0,0,6550.0
bmw,2014,4,2500,214.0,210.0,0,17600.0
bmw,2013,5,2300,217.0,43956.0,3,13200.0
vw,2009,9,1500,109.0,29635.0,0,6300.0
ford,2015,3,1100,84.0,3591.0,1,5100.0
ford,2010,8,2000,136.0,13170.0,4,550.0
kia,2017,1,1000,74.0,590.0,0,7800.0
bmw,2017,1,4500,366.0,5620.0,0,35050.0
ford,2008,10,1600,109.0,72360.0,4,100.0
vw,2015,3,1500,121.0,76719.0,0,8300.0
ford,2013,5,1600,113.0,26756.0,0,4950.0
vw,2016,2,1700,133.0,10715.0,2,10800.0
vw,2014,4,1500,119.0,16757.0,0,7750.0
bmw,2013,5,4000,322.0,19300.0,2,16650.0
vw,2016,2,1500,128.0,1905.0,0,9050.0
bmw,2014,4,2300,212.0,6606.0,1,17450.0
ford,2011,7,2200,153.0,30474.0,1,3300.0
ford,2013,5,1800,124.0,95911.0,0,2400.0
vw,2010,8,1500,113.0,34814.0,0,6650.0
ford,2009,9,3000,196.0,77974.0,1,1250.0
bmw,2012,6,4000,292.0,53142.0,1,16650.0
vw,2012,6,1500,118.0,21332.0,1,5800.0
ford,2010,8,1600,114.0,93207.0,1,100.0
vw,2008,10,1700,127.0,118354.0,3,100.0
bmw,2016,2,4500,349.0,3005.0,0,28000.0
kia,2013,5,1000,68.0,61787.0,1,2750.0
bmw,2010,8,2300,205.0,490.0,5,5150.0
ford,2017,1,3000,213.0,30935.0,0,13850.0
ford,2010,8,1100,78.0,26317.0,2,700.0
ford,2010,8,1400,95.0,62871.0,1,450.0
bmw,2015,3,4000,331.0,2946.0,0,23650.0
kia,2017,1,1100,83.0,2037.0,0,8300.0
vw,2010,8,2300,161.0,67475.0,1,6100.0
ford,2016,2,2000,147.0,8960.0,1,6700.0
ford,2017,1,3000,217.0,1663.0,1,15100.0
vw,2014,4,1500,114.0,22375.0,1,8450.0
vw,2017,1,2300,181.0,3251.0,0,15100.0
ford,2017,1,3000,218.0,5487.0,0,12900.0
vw,2015,3,3600,262.0,808.0,1,12950.0
vw,2016,2,1200,107.0,23030.0,0,11200.0
bmw,2013,5,4500,350.0,30328.0,1,21800.0
ford,2010,8,1400,102.0,57033.0,2,100.0
bmw,2015,3,1800,180.0,3529.0,1,15200.0
